datetime,close,open,low,high,volume,y_actual,evm,force_index,rsi,cci,macd-signal,atr,vwap,stx_7_3,Total Revenue,Cost of Revenue,Gross Profit,Normalized EBITDA,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Free Cash Flow,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Total Capitalization,summary,title
2019-02-20,229.33998107910156,235.74000549316406,233.72000122070312,236.47000122070312,1904400.0,0.0,335.7565375384546,40478961.181640625,78.96169066659118,126.90077479495646,0.7378232101112534,8.93696049281529,222.35711839856222,-1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,"['One of Kim’s listeners emailed us recently with a frightening story of how her family fell for one of these TurboTax phishing scams.\nHer husband found the malicious TurboTax software by doing a simple Google search.\nIn this scam, the malware came from clicking on a malicious search result.\nInstead of searching for TurboTax software online, make sure to get DIY tax software from a trusted source.\nIntuit TurboTax is aware that criminals spoof its products to try and rip people off, and many times they do it with phishing emails.']","['New Year, New Teammates: NFL Announces Partnerships With ... - Adweek', 'Intuit QuickBooks and GIPHY Team Up to Celebrate the Small ... - Business Wire', ""Intuit's Support for Abortion Industry and Anti-Religious Organization ... - National Center for Public Policy Research"", 'Intuit QuickBooks, Giphy Partner For Campaign 01/22/2019 - MediaPost Communications', 'Intuit Super Bowl 2019 ad introduces #RoboChild, scares world - CNET', 'Intuit TurboTax phishing scam - Komando', 'Intuit TurboTax phishing scam - Komando']"
2019-02-21,228.4263458251953,235.02999877929688,232.97000122070312,236.75999450683594,2289200.0,1.0,299.2127965351125,42739918.69506836,76.62755860313484,105.0624031156281,0.6358495090073157,8.801568167550224,224.6038061696923,-1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,"[""Intuit QuickBooks, in its latest campaign, has decided to shine a light on those who toil behind the scenes, helping bring the glitz and glamour of Hollywood to life, even if they rarely get recognition.\nThe ‘Giving Credit Where Credit's Due’ campaign highlights the self-employed and small business owners who make up 85% of the production crew of a typical movie have always been the stars of the show.\nThey include everyone from the pianist, songwriters, grips and set decorators to wardrobe assistants and visual effects assistants.\nA tag states: “The movie industry’s largest workforce works for themselves.\nQuickBooks.""]","[""Intuit QuickBooks: Credit Where Credit's Due By TBWA Chiat Day - The Drum""]"
2019-02-22,243.88934326171875,236.72000122070312,236.72000122070312,251.57000732421875,3333700.0,0.0,603.5316630764231,118228742.66357422,84.81109440699775,209.53305315553402,1.4053611017362897,9.947265625,228.4322522566763,1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,"[""Intuit QuickBooks, in its latest campaign, has decided to shine a light on those who toil behind the scenes, helping bring the glitz and glamour of Hollywood to life, even if they rarely get recognition.\nThe ‘Giving Credit Where Credit's Due’ campaign highlights the self-employed and small business owners who make up 85% of the production crew of a typical movie have always been the stars of the show.\nThey include everyone from the pianist, songwriters, grips and set decorators to wardrobe assistants and visual effects assistants.\nA tag states: “The movie industry’s largest workforce works for themselves.\nQuickBooks.""]","[""Intuit QuickBooks: Credit Where Credit's Due By TBWA Chiat Day - The Drum""]"
2019-02-25,240.7598419189453,247.10000610351562,245.1199951171875,249.66000366210938,2876900.0,1.0,549.7915748596363,74962568.90411377,78.79773986842581,172.2766697942971,1.5721222088120799,9.364071437290736,231.51449459198562,1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,[''],"['Intuit Reports Stuffing Attempts Against TurboTax Customers - TechNadu', 'TurboTax Hack: Intuit Says There Was No Data Breach, Users Are Not at Risk - Newsweek']"
2019-02-26,241.9163818359375,246.3000030517578,245.41000366210938,249.32000732421875,1306900.0,1.0,475.77973350742775,31017736.785888672,79.37961667247711,142.87163059337536,1.6106989188083274,9.206449236188616,233.08827332312725,1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,"['And today, you can save a little money even before your return, with a discount on TurboTax Deluxe + State software on Amazon.\nThe bundle, which also includes Intuit’s Quicken Deluxe personal finance software, is $60 on Amazon for today only, down from a list price of $83.\nIt will also allow you to e-file, so you can get your taxes in online, and will allow you to file for state taxes as well.\nIn addition, this bundle comes with two extra months of Quicken Deluxe 2019 personal finance, bringing the total to 14 months of keeping up on your finances.\n[Today’s deal: Intuit TurboTax Deluxe + State and Quicken Deluxe for $60 on Amazon.]']","[""Seize control of your finances! Get Intuit's TurboTax Deluxe and ... - PCWorld""]"
2019-02-27,242.83001708984375,247.5500030517578,246.47999572753906,249.8699951171875,1524800.0,0.0,499.3740088097111,37449107.54394531,79.85007295242522,124.00836326087989,1.549808034267862,9.298318045479911,234.3959221065764,1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,"['And today, you can save a little money even before your return, with a discount on TurboTax Deluxe + State software on Amazon.\nThe bundle, which also includes Intuit’s Quicken Deluxe personal finance software, is $60 on Amazon for today only, down from a list price of $83.\nIt will also allow you to e-file, so you can get your taxes in online, and will allow you to file for state taxes as well.\nIn addition, this bundle comes with two extra months of Quicken Deluxe 2019 personal finance, bringing the total to 14 months of keeping up on your finances.\n[Today’s deal: Intuit TurboTax Deluxe + State and Quicken Deluxe for $60 on Amazon.]']","[""Seize control of your finances! Get Intuit's TurboTax Deluxe and ... - PCWorld""]"
2019-02-28,240.18643188476562,249.35000610351562,246.8800048828125,250.41000366210938,1677800.0,1.0,524.3515444316633,42658044.51904297,74.55007425337892,96.89284270258206,1.2113543768747865,9.470460074288505,235.90227803724466,1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,"['And today, you can save a little money even before your return, with a discount on TurboTax Deluxe + State software on Amazon.\nThe bundle, which also includes Intuit’s Quicken Deluxe personal finance software, is $60 on Amazon for today only, down from a list price of $83.\nIt will also allow you to e-file, so you can get your taxes in online, and will allow you to file for state taxes as well.\nIn addition, this bundle comes with two extra months of Quicken Deluxe 2019 personal finance, bringing the total to 14 months of keeping up on your finances.\n[Today’s deal: Intuit TurboTax Deluxe + State and Quicken Deluxe for $60 on Amazon.]']","[""Seize control of your finances! Get Intuit's TurboTax Deluxe and ... - PCWorld""]"
2019-03-01,243.37428283691406,250.0,248.6300048828125,252.02000427246094,1943100.0,0.0,548.3878283676111,48308017.03033447,76.56968619279652,95.366587073603,1.0690128263379588,9.590818132672991,237.7097322161103,1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,"['Ask anyone working at Intuit and they will tell you that former Intuit CEO Brad Smith is the type of person you feel lucky to know and call a friend.\nAfter 11 years as CEO, Smith handed over the job to Executive V.P.\nSmith knew how to inspire his team to excel as human beings and as part of Intuit.\nSmith leads through service to others, not just as employees but as human beings.\nMy hope in writing this article is that more entrepreneurs can hear of Brad Smith and study his wisdom so they can become better leaders and human beings.']",['Leadership and Legacy Lessons From Former Intuit CEO Brad Smith - Entrepreneur']
2019-03-04,242.00389099121094,250.67999267578125,245.02999877929688,252.1999969482422,1447400.0,0.0,434.73461399461036,33100418.685913086,73.85636757076533,70.7430800491655,0.7754457494628495,9.592152186802455,239.05315073865953,1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,"['Guy Longworth, a veteran executive with more than 30 years of experience in sales and marketing for global brands like Intuit QuickBooks and Sony PlayStation, will join ServiceTitan as its first chief marketing officer.\nLongworth most recently served as global chief marketing officer and senior vice president Intuit Small Business and Self-Employed Group (QuickBooks), where he launched the 2018 ""Backing You"" campaign.\nPrior to Intuit, Longworth was senior vice president of marketing for Sony PlayStation, where his team was responsible for the 2013 launch of the PlayStation 4, which was the most successful gaming console launch in history.\n""During his time at Intuit and Sony PlayStation, the companies enjoyed spectacular growth in customer acquisition, revenue and profit.\nIn addition to his experience at Intuit and Sony PlayStation, Guy has enjoyed a successful career, including serving as CMO for Kellogg U.K. and Ireland.']",['ServiceTitan Names Former PlayStation and Intuit Executive Guy ... - PR Newswire']
2019-03-05,240.1475372314453,248.19000244140625,245.88999938964844,248.83999633789062,1357500.0,0.0,388.03745327361537,23919909.782409668,70.2260642149812,50.897176691474414,0.37080652747522347,9.357232230050224,240.1228272843351,1.0,6784000.0,1167000.0,5617000.0,2121000.0,2324000.0,-566000.0,-1034000.0,2169000.0,6283000.0,2534000.0,3749000.0,4135000.0,"['Guy Longworth, a veteran executive with more than 30 years of experience in sales and marketing for global brands like Intuit QuickBooks and Sony PlayStation, will join ServiceTitan as its first chief marketing officer.\nLongworth most recently served as global chief marketing officer and senior vice president Intuit Small Business and Self-Employed Group (QuickBooks), where he launched the 2018 ""Backing You"" campaign.\nPrior to Intuit, Longworth was senior vice president of marketing for Sony PlayStation, where his team was responsible for the 2013 launch of the PlayStation 4, which was the most successful gaming console launch in history.\n""During his time at Intuit and Sony PlayStation, the companies enjoyed spectacular growth in customer acquisition, revenue and profit.\nIn addition to his experience at Intuit and Sony PlayStation, Guy has enjoyed a successful career, including serving as CMO for Kellogg U.K. and Ireland.']",['ServiceTitan Names Former PlayStation and Intuit Executive Guy ... - PR Newswire']
